,ActualContent,codes
754,"*MALAYSIA'S KUALA LUMPUR KEPONG OPENS 1.5% HIGHER AT MYR24.86, TOP PERCENTAGE GAINER ON KLCI","['ISLF','NR/STK','SEA','MY','NIKKEI','POIL','FOOD','2445.KL','NR/ASIA']"
755,"*MALAYSIA’S RADIANT GLOBALTECH RISES 1.7% AT MYR0.305, THAILAND JV PLAN HELPS","['ISLF','NR/STK','SEA','MY','NIKKEI','0202.KL','ITSE']"
756,"*MALAYSIA’S RADIANT GLOBALTECH RISES 1.7% AT MYR0.305, THAILAND JV PLAN HELPS","['ISLF','NR/STK','SEA','MY','NIKKEI','0202.KL','ITSE','NR/ASIA']"
757,"*MALAYSIA’S GOODWAY INTEGRATED INDUSTRIES UP 2.7% AT MYR0.19, NEW SUBSTANTIAL SHAREHOLDER EMERGENCE HELPS","['7192.KL','NR/STK','SEA','MY','NIKKEI','RUBB','ISLF']"
758,"*MALAYSIA’S GOODWAY INTEGRATED INDUSTRIES UP 2.7% AT MYR0.19, NEW SUBSTANTIAL SHAREHOLDER EMERGENCE HELPS","['7192.KL','NR/STK','SEA','MY','NIKKEI','RUBB','ISLF','NR/ASIA']"
759,"*TENCENT CLIMBS 1.6%, HKEX RISES 1.4%, HENGAN GAINS 3.2% IN EARLY HONG KONG TRADING","['388.HK','700.HK','NIKKEI','CN','HK','1044.HK']"
760,"*TENCENT CLIMBS 1.6%, HKEX RISES 1.4%, HENGAN GAINS 3.2% IN EARLY HONG KONG TRADING","['388.HK','700.HK','NIKKEI','CN','HK','1044.HK','NR/ASIA']"
761,"*PETROCHINA SLIDES 2.2%, CNOOC DROPS 1.6% AFTER SLUMP IN CRUDE OIL PRICES","['883.HK','857.HK','NIKKEI','CN','HK']"
762,*CHINA CITIC BANK RISES 1.1% AFTER SAYING PRELIMINARY FY PROFIT ROSE 7.9%,"['998.HK','NIKKEI','CN','HK']"
763,"*PETROCHINA SLIDES 2.2%, CNOOC DROPS 1.6% AFTER SLUMP IN CRUDE OIL PRICES","['883.HK','857.HK','NIKKEI','CN','HK','NR/ASIA']"
764,*SINO BIOPHARM INCREASES 2.1% AFTER 'FOSAPREPITANT FOR INJECTION' GETS EU MARKETING AUTHORIZATION,"['1177.HK','NIKKEI','CN','HK']"
765,*CHINA CITIC BANK RISES 1.1% AFTER SAYING PRELIMINARY FY PROFIT ROSE 7.9%,"['998.HK','NIKKEI','CN','HK','NR/ASIA']"
766,*SINO BIOPHARM INCREASES 2.1% AFTER 'FOSAPREPITANT FOR INJECTION' GETS EU MARKETING AUTHORIZATION,"['1177.HK','NIKKEI','CN','HK','NR/ASIA']"
767,*FOREIGN INVESTORS SOLD NET $33.13 MLN OF INDIA DEBT ON JAN 8,"['REUTERS','FRX','DBT','MMT','IN','CORPD','GVD']"
768,*FOREIGN INVESTORS SOLD NET $994.66 MLN OF INDIA DEBT SO FAR IN JANUARY,"['REUTERS','FRX','DBT','MMT','IN','CORPD','GVD']"
769,*FOREIGN INVESTORS SOLD NET $33.13 MLN OF INDIA DEBT ON JAN 8,"['REUTERS','FRX','DBT','MMT','IN','CORPD','GVD']"
770,*FOREIGN INVESTORS SOLD NET $994.66 MLN OF INDIA DEBT SO FAR IN JANUARY,"['REUTERS','FRX','DBT','MMT','IN','CORPD','GVD']"
771,"*MOODY'S: INDIA'S FISCAL FLEXIBILITY HINDERED BY HIGH DEBT BURDEN, WEAK DEBT AFFORDABILITY","['REUTERS','IN','DBT','MMT','AAA','ECON']"
772,*MOODY'S: INDIA DEBT BURDEN WILL RISE UNLESS NOMINAL GDP GROWTH INCREASES DURABLY ABOVE 11%,"['REUTERS','IN','DBT','MMT','AAA','ECON']"
773,*MOODY'S: ASSUME INDIA REAL GDP GROWTH AT 6.3% IN FY21 FROM RATES OF SUB-5% KEEP DEBT BURDEN STABLE AROUND 70% OF GDP,"['REUTERS','IN','DBT','MMT','AAA','ECON']"
774,"*MOODY'S: HIGH INDIA DEBT BURDEN, WEAK DEBT AFFORDABILITY WOULD CONSTRAIN CAPACITY TO IMPLEMENT SOCIAL, INFRA INVESTMENT","['REUTERS','IN','DBT','MMT','AAA','ECON']"
775,"*MOODY'S: INDIA'S FISCAL FLEXIBILITY HINDERED BY HIGH DEBT BURDEN, WEAK DEBT AFFORDABILITY","['REUTERS','IN','DBT','MMT','AAA','ECON']"
776,*MOODY'S: INDIA DEBT BURDEN WILL RISE UNLESS NOMINAL GDP GROWTH INCREASES DURABLY ABOVE 11%,"['REUTERS','IN','DBT','MMT','AAA','ECON']"
777,"*MOODY'S: ASSUME INDIA REAL GDP GROWTH AT 6.3% IN FY21 FROM RATES OF SUB-5%, KEEP DEBT BURDEN STABLE AROUND 70% OF GDP","['REUTERS','IN','DBT','MMT','AAA','ECON']"
778,"*MOODY'S: HIGH INDIA DEBT BURDEN, WEAK DEBT AFFORDABILITY WOULD CONSTRAIN CAPACITY TO IMPLEMENT SOCIAL, INFRA INVESTMENT","['REUTERS','IN','DBT','MMT','AAA','ECON']"
779,"*MALAYSIA TRANSPORT MINISTER: BOARD OF DIRECTORS, FIN MIN TO DECIDE ON CEO OF PRASARANA","['POL','ROAD','SEA','NIKKEI','MY','ECON','NR/ASIA','PLCY']"
780,*MALAYSIA TRANSPORT MINISTER ANTHONY LOKE SPEAKING AT NEWS CONFERENCE IN KUALA LUMPUR ,"['POL','ROAD','SEA','NIKKEI','MY','ECON','NR/ASIA','PLCY']"
781,*INDIA RUPEE AT 71.43 TO DOLLAR AGAINST 71.69 PREVIOUS CLOSE,"['REUTERS','IN','DBT','MMT','AAA','ECON','FRX']"
782,*INDIA RUPEE RISES TO HIGHEST LEVEL AGAINST DOLLAR SINCE JAN 2,"['REUTERS','IN','DBT','MMT','AAA','ECON','FRX']"
783,*INDIA BENCHMARK BOND YIELD OPENS AT 6.53% VS 6.56% PREVIOUS CLOSE,"['IN','DBT','MMT','GVD','REUTERS']"
784,*INDIA BENCHMARK BOND OPENS AT INR99.40 VS INR99.20 PREVIOUS CLOSE,"['IN','DBT','MMT','GVD','REUTERS']"
785,*INDIA RAIL MIN OFFICIAL: FIRMING UP PLAN TO BOOST RITES’ RAIL COACH EXPORTS TO MANY COUNTRIES,"['REUTERS','FRX','DBT','MMT','IN','POL','ECON','ROAD','541556.IN','TRD','PLCY']"
786,"*INDIA OFFICIAL: RITES GAUGING DEMAND FOR RAIL COACHES FROM POTENTIAL BUYERS IN SOUTHEAST ASIA, AFRICA, MIDDLE EAST, S. AMERICA  ","['REUTERS','FRX','DBT','MMT','IN','POL','ECON','ROAD','541556.IN','TRD','PLCY']"
787,*INDIA OFFICIAL: RITES WORKING TO SECURE FRESH LINE OF CREDIT TO BOOST COACH MANUFACTURING ,"['REUTERS','FRX','DBT','MMT','IN','POL','ECON','ROAD','541556.IN','TRD','PLCY']"
788,*INDIA PARLIAMENT BUDGET SESSION TO TAKE PLACE FROM JAN 31 - FEB 11AND MAR 2 - APR 3- OFFICIAL,"['REUTERS','FRX','DBT','MMT','IN','ECON','POL']"
789,"*FIRST PART OF INDIA'S BUDGET SESSION OF PARLIAMENT FROM JAN 31 - FEB 11, SECOND FROM MAR 2 - APR 3 - OFFICIAL","['REUTERS','FRX','DBT','MMT','IN','ECON','POL','PLCY']"
790,*MALAYSIA’S KEJURUTERAAN ASASTERA GETS MYR19 MLN SUBCONTRACT,"['ISLF','SEA','MY','NIKKEI','0193.KL','SISU']"
791,*MALAYSIA’S KEJURUTERAAN ASASTERA GETS ORDER WORTH MYR19 MLN,"['ISLF','SEA','MY','NIKKEI','0193.KL','SISU','NR/ASIA']"
792,*INDIA'S L&T INFRA DEBT FUND RAISES INR100 MLN VIA 7-YEAR BONDS AT 8.75% COUPON - DEALERS,"['REUTERS','IN','DBT','MMT','AAA','FRX','CORPD']"
793,*MALAYSIA'S PERDANA PETROLEUM GETS TIME CHARTER CONTRACT WORTH MYR50.1 MLN ,"['ISLF','7108.KL','SEA','MY','NIKKEI','ENEQ']"
794,*MALAYSIA'S PERDANA PETROLEUM GETS TIME CHARTER CONTRACT WORTH MYR50.1 MLN ,"['ISLF','7108.KL','SEA','MY','NIKKEI','ENEQ','NR/ASIA']"
795,*INDIA STEEL MIN OFFICIAL: GOVT LIKELY TO LAUNCH THIS WEEK INTEGRATED STEEL HUBS FOR 5-6 STATES,"['REUTERS','ECON','DBT','MMT','IN','POL','STE','STEE','FERR','PLCY']"
796,"*INDIA OFFICIAL: WB, ODISHA, JHARKHAND, CHATTISGARH, ANDHRA PRADESH IDENTIFIED FOR STEEL HUBS","['REUTERS','ECON','DBT','MMT','IN','POL','STE','STEE','FERR','PLCY']"
797,"*INDIA OFFICIAL: HUBS AIMED AT BOOSTING STEEL SECTOR’S COST COMPETITIVENESS, IMPROVE LOGISTICS ","['REUTERS','ECON','DBT','MMT','IN','POL','STE','STEE','FERR','PLCY']"
798,*MALAYSIAN COMMUNICATIONS MULTIMEDIA COMMISSION CHAIRMAN: ON TRACK TO ROLL OUT 5G COMMERCIALLY IN 3Q,"['POL','SEA','NIKKEI','MY','ECON','PHON','TCOM','WLES','NR/ASIA','PLCY']"
799,*MALAYSIAN COMMUNICATIONS MULTIMEDIA COMMISSION CHAIRMAN AL-ISHAL ISHAK BRIEFING MEDIA IN CYBERJAYA,"['POL','SEA','NIKKEI','MY','ECON','PHON','TCOM','WLES','NR/ASIA','PLCY']"
800,*INDIA FIN MIN OFFICIAL: CABINET SECRETARIAT SEEKS CLARITY ON ENTITY POST INSURERS’ MERGER ,"['REUTERS','DBT','MMT','IN','POL','ECON','INSR','MRG','PLCY']"
801,*INDIA OFFICIAL: CABINET NOTE DIDN’T DETAIL WHICH STATE-RUN INSURER WILL ABSORB 2 PEERS VIA MERGER,"['REUTERS','DBT','MMT','IN','POL','ECON','INSR','MRG','PLCY']"
802,"*INDIA OFFICIAL: FINANCE MINISTRY RESPONDED TO QUERIES, HOPEFUL OF READYING NEW CABINET NOTE WITHIN 2 WEEKS ","['REUTERS','DBT','MMT','IN','POL','ECON','INSR','MRG','PLCY']"
803,*INDIA OFFICIAL: AIM TO COMPLETE MERGER OF STATE-RUN GENERAL INSURERS BEFORE MAR. 31,"['REUTERS','DBT','MMT','IN','POL','ECON','INSR','MRG','PLCY']"
804,"*MALAYSIA'S PERDANA PETROLEUM EXTENDS GAINS, NOW UP 6.5% TO MYR0.41, AFTER CONTRACT NEWS","['ISLF','7108.KL','SEA','MY','NIKKEI','ENEQ','NR/STK']"
805,"*MALAYSIA'S PERDANA PETROLEUM EXTENDS GAINS, NOW UP 6.5% TO MYR0.41, AFTER CONTRACT NEWS","['ISLF','7108.KL','SEA','MY','NIKKEI','ENEQ','NR/STK','NR/ASIA']"
806,*ALIBABA ENTERS STRATEGIC PARTNERSHIP WITH CHINESE AUTOMAKER FAW GROUP,"['AUTO','CN','HK','9988.HK']"
807,*ALIBABA ENTERS STRATEGIC PARTNERSHIP WITH CHINESE AUTOMAKER FAW GROUP,"['AUTO','CN','HK','9988.HK','NIKKEI','NR/ASIA']"
808,*MCMC CHAIRMAN: SPECTRUM FOR 5G ROLL OUT TO BE DECIDED LATER,"['POL','SEA','NIKKEI','MY','ECON','PHON','TCOM','WLES','NR/ASIA','PLCY']"
809,*INDIA’S BIRLA GROUP HOLDINGS TO RAISE FUNDS VIA MARCH-END CP AT 8.10% COUPON - DEALERS,"['REUTERS','IN','DBT','MMT','AAA','FRX','CORPD']"
810,*INDIA’S L&T INFRA FINANCE TO RAISE FUNDS VIA INTRA-MONTH CP AT 5.15% COUPON - DEALERS,"['REUTERS','IN','DBT','MMT','AAA','FRX','CORPD']"
811,*INDIA’S MANGALORE REFINERY SETS 6.64% COUPON ON OVER 3-YEAR BONDS AND 7.40% COUPON ON OVER 10-YEAR BONDS- DEALERS,"['REUTERS','IN','DBT','MMT','AAA','FRX','CORPD']"
812,*MCMC CHAIRMAN: EXPECT TO AWARD 5G SPECTRUM IN 3Q,"['POL','SEA','NIKKEI','MY','ECON','PHON','TCOM','WLES','NR/ASIA','PLCY']"
813,*INDIA BANK OFFICIAL: PM MODI'S DISCUSSIONS WERE FOCUSSED ON GROWTH AND EMPLOYMENT,"['REUTERS','IN','MMT','DBT','ECON']"
814,"*INDIA BANK OFFICIAL: PM MODI MADE AN ADDRESS TO ECONOMISTS, EXPERTS ON $5 TLN ECONOMY TARGET","['REUTERS','IN','MMT','DBT','ECON']"
815,"*INDIA BANK OFFICIAL: PM MODI TOOK SUGGESTIONS ON BOOSTING CONSUMPTION, GENERATING DEMAND IN ECONOMY","['REUTERS','IN','MMT','DBT','ECON']"
816,*INDIA BANK OFFICIAL: PM MODI'S DISCUSSION WITH EXPERTS AT NITI AAYOG FOCUSSED ON GROWTH AND EMPLOYMENT,"['REUTERS','IN','MMT','DBT','ECON']"
817,"*INDIA BANK OFFICIAL: PM MODI MADE AN ADDRESS TO ECONOMISTS, EXPERTS ON $5 TLN ECONOMY TARGET","['REUTERS','IN','MMT','DBT','ECON']"
818,"*INDIA BANK OFFICIAL: PM MODI TOOK SUGGESTIONS ON BOOSTING CONSUMPTION, GENERATING DEMAND IN ECONOMY","['REUTERS','IN','MMT','DBT','ECON']"
819,*MALAYSIA’S KLCI ENDS 0.4% HIGHER AT 1595.65,"['SEA','MY','NIKKEI','NR/STK']"
820,"*MALAYSIA'S DIGI.COM ENDS 2.9% HIGHER AT MYR4.58, TOP PERCENTAGE GAINER ON KLCI","['WLES','NR/STK','SEA','MY','NIKKEI','ISLF','6947.KL']"
821,*MALAYSIA’S KLCI ENDS 0.4% HIGHER AT 1595.65,"['SEA','MY','NIKKEI','NR/STK','NR/SMC','NR/ASIA']"
822,"*MALAYSIA'S DIGI.COM ENDS 2.9% HIGHER AT MYR4.58, TOP PERCENTAGE GAINER ON KLCI","['WLES','NR/STK','SEA','MY','NIKKEI','ISLF','6947.KL','NR/ASIA']"
823,"*SUNNY OPTICAL TECHNOLOGY DEC SHIPMENT VOLUME OF HANDSET LENS SETS AT 127.24 MLN UNITS, UP 67.8% ON YEAR","['CELE','CN','HK','NIKKEI','2382.HK']"
824,"*SUNNY OPTICAL TECHNOLOGY DEC SHIPMENT VOLUME OF HANDSET LENS SETS AT 127.24 MLN UNITS, UP 67.8% ON YEAR","['CELE','CN','HK','NIKKEI','2382.HK','NR/ASIA']"
825,*WUXI BIOLOGICS SHAREHOLDER OFFERS 53.8 MLN SHARES IN ACCELERATED BOOKBUILD OFFERING-SOURCES,"['NIKKEI','CN','HK','2269.HK']"
826,*WUXI BIOLOGICS SHAREHOLDER OFFERS 53.8 MLN SHARES IN ACCELERATED BOOKBUILD OFFERING - SOURCES,"['NIKKEI','CN','HK','2269.HK','NR/ASIA']"
827,*WUXI SHAREHOLDER OFFERS SHARES IN INDICATIVE PRICE RANGE OF HK$95 TO HK$97 PER SHARE -SOURCES,"['NIKKEI','CN','HK','2269.HK']"
828,*WUXI BIOLOGICS SHARES ENDED 2.7% HIGHER AT HK$103.20 ON THURSDAY -SOURCES,"['NIKKEI','CN','HK','2269.HK']"
829,*WUXI SHAREHOLDER OFFERS SHARES IN INDICATIVE PRICE RANGE OF HK$95 TO HK$97 PER SHARE -SOURCES,"['NIKKEI','CN','HK','2269.HK','NR/ASIA']"
830,*WUXI BIOLOGICS SHARES ENDED 2.7% HIGHER AT HK$103.20 ON THURSDAY,"['NIKKEI','CN','HK','2269.HK','NR/ASIA']"
831,*INDIAN OIL CORP TO RAISE FUNDS VIA 2-MONTH CP AT 5.08% COUPON - DEALERS,"['REUTERS','IN','DBT','MMT','AAA','FRX','CORPD']"
832,*SINGAPORE TO STOP MANDATORY QUARTERLY REPORTING FOR LISTED COMPANIES FROM FEB 7,"['NIKKEI','SG','SEA','NR/ERN','POL','S68.SI','NR/ASIA','PLCY']"
833,*SINGAPORE-LISTED FIRMS WILL ONLY HAVE TO PRODUCE INTERIM AND FULL-YEAR FINANCIAL REPORTS AFTER NEW RULES TAKE EFFECT,"['NIKKEI','SG','SEA','NR/ERN','POL','S68.SI','NR/ASIA','PLCY']"
834,*SGX REGCO PLANS TO TIGHTEN DISCLOSURE REQUIREMENTS IN AREAS SUCH AS INTERESTED PERSON TRANSACTIONS,"['NIKKEI','SG','SEA','NR/ERN','POL','S68.SI','NR/ASIA','PLCY']"
835,*SGX REGCO INTENDS TO SPEED UP ENFORCEMENT ACTION,"['NIKKEI','SG','SEA','NR/ERN','POL','S68.SI','NR/ASIA','PLCY']"
836,"*SGX REGCO SETS UP WHISTLE-BLOWING OFFICE, PLANS TO ‘INSTITUTIONALIZE” WHISTLE-BLOWING CULTURE","['NIKKEI','SG','SEA','NR/ERN','POL','S68.SI','NR/ASIA','PLCY']"
837,*INDIA’S HDFC TO RAISE FUNDS VIA 4-MONTH CP AT 5.79% COUPON - DEALERS,"['REUTERS','IN','DBT','MMT','AAA','FRX','CORPD']"
838,"*MALAYSIA'S ECONPILE HOLDINGS GETS PILING, FOUNDATION WORKS CONTRACT WORTH MYR45 MLN ","['ISLF','SEA','MY','NIKKEI','5253.KL','COEN']"
839,"*MALAYSIA'S ECONPILE HOLDINGS GETS PILING, FOUNDATION WORKS CONTRACT WORTH MYR45 MLN","['ISLF','SEA','MY','NIKKEI','5253.KL','COEN','NR/ASIA']"
840,*INDIA’S LIC HOUSING FINANCE SETS 7.45% COUPON ON 3-YEAR AND 1-MONTH BONDS - DEALERS,"['REUTERS','IN','DBT','MMT','AAA','FRX','CORPD']"
841,*SUNAC CHINA TO PLACE 164 MLN SHARES IN HK$42.70-HK$43.70 PER SHARE RANGE - SOURCES,"['NIKKEI','CN','HK','REAL','1918.HK','NR/ASIA']"
842,*MALAYSIA'S MR D.I.Y. GROUP (M) FILES DRAFT PROSPECTUS FOR IPO ON MAIN MARKET  ,"['IPO','SEA','MY','NIKKEI']"
843,*MALAYSIA'S MR D.I.Y. GROUP (M) FILES DRAFT PROSPECTUS FOR IPO ON MAIN MARKET  ,"['NIKKEI','MY','SEA','IPO','NR/ASIA']"
844,*INDIA RUPEE AT 71.21 TO DOLLAR AGAINST 71.69 PREVIOUS CLOSE,"['REUTERS','IN','DBT','MMT','AAA','FRX','CORPD']"
845,*INDIA RUPEE POSTS BIGGEST SINGLE SESSION RISE AGAINST DOLLAR SINCE SEP 18,"['REUTERS','IN','DBT','MMT','FRX']"
846,*INDIA RUPEE ENDS AT HIGHEST LEVEL AGAINST DOLLAR SINCE DEC 23,"['REUTERS','IN','DBT','MMT','FRX']"
847,*INDIA BENCHMARK BOND YIELD ENDS AT 6.53% VS 6.56% PREVIOUS CLOSE,"['REUTERS','IN','MMT','DBT','GVD']"
848,*INDIA BENCHMARK BOND ENDS AT INR99.43 VS INR99.20 PREVIOUS CLOSE,"['REUTERS','IN','MMT','DBT','GVD']"
849,*FOREIGN INVESTORS SOLD NET $47.87 MLN OF INDIAN SHARES ON JAN 8,"['REUTERS','FRX','MMT','IN','STX','STK']"
850,*FOREIGN INVESTORS BOUGHT NET $248.56 MLN OF INDIAN SHARES SO FAR IN JANUARY,"['REUTERS','FRX','MMT','IN','STX','STK']"
851,*FOREIGN INVESTORS SOLD NET $47.87 MLN OF INDIAN SHARES ON JAN 8,"['REUTERS','FRX','MMT','IN','STX','STK']"
852,*FOREIGN INVESTORS BOUGHT NET $248.56 MLN OF INDIAN SHARES SO FAR IN JANUARY,"['REUTERS','FRX','MMT','IN','STX','STK']"
853,*FOREIGN INVESTORS SOLD NET PRELIM INR4.31 BLN OF INDIA SHARES TODAY - BSE,"['REUTERS','FRX','DBT','MMT','IN','STK','STX']"
854,*TOTAL TRADED VOLUME IN INDIA GOVT BONDS AT INR444.49 BLN TODAY VS INR343.42 BLN YESTERDAY - CCIL,"['REUTERS','GVD','DBT','MMT','IN']"
855,*STATE-RUN BANKS BOUGHT NET INR20.93 BLN OF INDIA GOVT BONDS TODAY - CCIL,"['REUTERS','GVD','DBT','MMT','IN']"
856,*PRIVATE BANKS SOLD NET INR31.71 BLN OF INDIA GOVT BONDS TODAY - CCIL,"['REUTERS','GVD','DBT','MMT','IN']"
857,*INDIA AIRPORTS AUTHORITY CHAIRMAN: EXPECT INVESTMENTS WORTH $14.5 BLN OVER NEXT 5 YEARS IN AVIATION SECTOR,"['REUTERS','FRX','DBT','MMT','IN','POL','ECON','AIRL','AIRS','PLCY']"
858,*INDIA AIRPORTS AUTHORITY CHAIRMAN ARVIND SINGH SPEAKING AT EVENT IN NEW DELHI,"['REUTERS','FRX','DBT','MMT','IN','POL','ECON','AIRL','AIRS','PLCY']"
859,*INDIA AVIATION SECRETARY: AIM TO DOUBLE NUMBER OF AIRPORTS IN NEXT 5 YEARS,"['REUTERS','FRX','DBT','MMT','IN','POL','ECON','AIRL','AIRS','PLCY']"
860,"*INDIA AVIATION SECRETARY: WORKING TO ESTABLISH MAINTENANCE, REPAIR AND OVERHAUL HUB ","['REUTERS','FRX','DBT','MMT','IN','POL','ECON','AIRL','AIRS','PLCY']"
861,*INDIA AVIATION SECRETARY: AIRCRAFT LEASE FINANCING IN INDIA WILL START FROM NEXT YEAR,"['REUTERS','FRX','DBT','MMT','IN','POL','ECON','AIRL','AIRS','PLCY']"
862,*INDIA AVIATION SECRETARY: HAVE POTENTIAL TO EMERGE AS DRONE MANUFACTURING HUB IN FUTURE,"['REUTERS','FRX','DBT','MMT','IN','POL','ECON','AIRL','AIRS','PLCY']"
863,*INDIA AVIATION SECRETARY: AVIATION IN INDIA TO BE AN ENGINE OF ECONOMIC GROWTH,"['REUTERS','FRX','DBT','MMT','IN','POL','ECON','AIRL','AIRS','PLCY']"
864,*INDIA AVIATION SECRETARY PRADEEP SINGH KHAROLA SPEAKING AT EVENT IN NEW DELHI,"['REUTERS','FRX','DBT','MMT','IN','POL','ECON','AIRL','AIRS','PLCY']"
865,*INDIA AVIATION MINISTER: SECTOR REGISTERED 11.03% ON YEAR GROWTH IN NOVEMBER,"['REUTERS','FRX','DBT','MMT','IN','POL','ECON','AIRL','AIRS','PLCY']"
866,*INDIA AVIATION MINISTER: GOVT NEEDS TO ENCOURAGE SERVICE PROVIDERS TO RATIONALISE AIRFARE STRUCTURE,"['REUTERS','FRX','DBT','MMT','IN','POL','ECON','AIRL','AIRS','PLCY']"
867,*INDIA AVIATION MINISTER HARDEEP SINGH PURI SPEAKING AT SAME EVENT IN NEWE DELHI,"['REUTERS','FRX','DBT','MMT','IN','POL','ECON','AIRL','AIRS','PLCY']"
868,*INDIA AVIATION MINISTER: TO SHORTLY ISSUE PRELIMINARY INFORMATION MEMORANDUM ON AIR INDIA SALE ,"['REUTERS','FRX','DBT','MMT','IN','POL','ECON','AIRL','AIRS','PLCY']"
869,*INDIA AVIATION MINISTER: RECEIVED INTERESTS FROM MULTIPLE PARTIES FOR AIR INDIA,"['REUTERS','FRX','DBT','MMT','IN','POL','ECON','AIRL','AIRS','PLCY']"
870,*INDIA AVIATION MINISTER: PRIVATISTION OF AIR INDIA WILL CONTRIBUTE TOWARDS EXPANSION OF AVIATION SECTOR,"['REUTERS','FRX','DBT','MMT','IN','POL','ECON','AIRL','AIRS','PLCY']"
871,*MALAYSIA KLCI OPENS 0.1% HIGHER AT 1596.85,"['NR/SMC','NR/STK','SEA','MY','NIKKEI']"
872,"*MALAYSIA'S HONG LEONG FINANCIAL GROUP RISES 1% TO MYR17.62, TOP PERCENTAGE GAINER IN KLCI ","['1082.KL','NR/STK','SEA','MY','NIKKEI']"
873,*MALAYSIA KLCI OPENS 0.1% HIGHER AT 1596.85,"['NR/SMC','NR/STK','SEA','MY','NIKKEI','NR/ASIA']"
874,"*MALAYSIA'S HONG LEONG FINANCIAL GROUP RISES 1% TO MYR17.62, TOP PERCENTAGE GAINER IN KLCI ","['1082.KL','NR/STK','SEA','MY','NIKKEI','NR/ASIA']"
875,*WISE ALLY SHARES BEGIN HONG KONG TRADING AT HK$0.24 VS IPO AT HK$0.25,"['9918.HK','IPO','NIKKEI','CN','HK']"
876,"*TENCENT RISES 1%, CCB GAINS 0.6%, COUNTRY GARDEN DROPS 0.8% IN EARLY HONG KONG TRADING","['939.HK','700.HK','NIKKEI','CN','HK','2007.HK']"
877,*WISE ALLY SHARES BEGIN HONG KONG TRADING AT HK$0.24 VS IPO AT HK$0.25,"['9918.HK','IPO','NIKKEI','CN','HK','NR/ASIA']"
878,"*TENCENT RISES 1%, CCB GAINS 0.6%, COUNTRY GARDEN DROPS 0.8% IN EARLY HONG KONG TRADING","['939.HK','700.HK','NIKKEI','CN','HK','2007.HK','NR/ASIA']"
879,*SUNAC SHARES SLIDE 5% AFTER COMPANY RAISES HK$8 BLN FROM SHARE PLACEMENT AT DISCOUNT,"['REAL','1918.HK','NIKKEI','CN','HK']"
880,*WUXI BIOLOGICS DROPS 3.9% AFTER SHAREHOLDER SELLS SHARES AT DISCOUNT TO RAISE HK$5.84 BLN,"['2269.HK','NIKKEI','CN','HK']"
881,*SUNAC SHARES SLIDE 5% AFTER COMPANY RAISES HK$8 BLN FROM SHARE PLACEMENT AT DISCOUNT,"['REAL','1918.HK','NIKKEI','CN','HK','NR/ASIA']"
882,*GREAT WALL MOTOR SLIPS 0.9% AFTER REPORTING 20.8% DROP IN DECEMBER SALES VOLUME,"['2333.HK','NIKKEI','CN','HK']"
883,*WUXI BIOLOGICS DROPS 3.9% AFTER SHAREHOLDER SELLS SHARES AT DISCOUNT TO RAISE HK$5.84 BLN,"['2269.HK','NIKKEI','CN','HK','NR/ASIA']"
884,*HKTV CLIMBS 4.5% AFTER SAYING IT'S TARGETING 21.6% RISE IN FY2020 GROSS MERCHANDISE VALUE ON ORDER INTAKE,"['1137.HK','NIKKEI','CN','HK']"
885,*GREAT WALL MOTOR SLIPS 0.9% AFTER REPORTING 20.8% DROP IN DECEMBER SALES VOLUME,"['2333.HK','NIKKEI','CN','HK','NR/ASIA']"
886,*SUNNY OPTICAL GAINS 1.5% AFTER POSTING DECEMBER SHIPMENTS DATA,"['2382.HK','NIKKEI','CN','HK']"
887,*HKTV CLIMBS 4.5% AFTER SAYING IT'S TARGETING 21.6% RISE IN FY20 GROSS MERCHANDISE VALUE ON ORDER INTAKE,"['1137.HK','NIKKEI','CN','HK','NR/ASIA']"
888,*SUNNY OPTICAL GAINS 1.5% AFTER POSTING DECEMBER SHIPMENTS DATA,"['2382.HK','NIKKEI','CN','HK','NR/ASIA']"
889,*LIVZON PHARMA CLIMBS 5.3% AFTER SAYING IT EXPECTS THIS FY PRELIMINARY PROFIT TO RISE BY 20%-30% ON YEAR,"['1513.HK','NIKKEI','CN','HK']"
890,*LIVZON PHARMA CLIMBS 5.3% AFTER SAYING IT EXPECTS THIS FY PRELIMINARY PROFIT TO RISE 20%-30% ON YEAR,"['1513.HK','NIKKEI','CN','HK','NR/ASIA']"
891,*POSTAL SAVINGS BANK'S HONG KONG SHARES GAIN 0.6% AFTER FULL EXERCISE OF CHINA IPO'S GREENSHOE OPTION,"['1658.HK','NIKKEI','CN','HK']"
892,*POSTAL SAVINGS BANK'S HONG KONG SHARES GAIN 0.6% AFTER FULL EXERCISE OF CHINA IPO'S GREENSHOE OPTION,"['1658.HK','NIKKEI','CN','HK','NR/ASIA']"
893,*MALAYSIA FIN MIN: MANAGED TO NARROW FISCAL DEFICIT TO 3.4% IN 2019 FROM 3.7% IN 2018,"['SEA','POL','ECON','NIKKEI','MY','NR/ASIA','PLCY']"
894,*MALAYSIA FIN MIN: HOPE TO MAINTAIN 4.7%-4.8% ECONOMIC GROWTH THIS YEAR,"['SEA','POL','ECON','NIKKEI','MY','NR/ASIA','PLCY']"
